Index,Highest Charting Position,Streams,Artist Followers,Genre,Tempo,Duration (ms)
262,82,8218423.0,6777818.0,"['hip hop', 'rap']",157.181,223719.0
263,85,7917707.0,6777818.0,"['hip hop', 'rap']",115.852,229565.0
264,108,6988886.0,6777818.0,"['hip hop', 'rap']",92.463,175123.0
265,121,6503281.0,8640063.0,"['dance pop', 'pop']",91.94200000000001,138293.0
266,132,6268542.0,6777818.0,"['hip hop', 'rap']",78.958,515865.0
267,141,6034281.0,6777818.0,"['hip hop', 'rap']",108.07,203588.0
268,165,5527865.0,8640063.0,"['dance pop', 'pop']",111.07600000000001,223560.0
269,50,5424579.0,11690201.0,"['atl hip hop', 'pop rap', 'rap', 'trap']",125.98299999999999,278191.0
270,176,5393789.0,8640063.0,"['dance pop', 'pop']",168.995,212947.0
271,179,5362817.0,8640063.0,"['dance pop', 'pop']",99.008,177373.0
272,138,5341887.0,1650683.0,"['italian adult pop', 'italian pop']",184.33900000000003,175924.0
273,10,5203364.0,29051363.0,"['latin', 'reggaeton', 'reggaeton colombiano']",168.169,232253.0
274,1,5108950.0,100604.0,['nz pop'],150.076,171375.0
275,59,6893939.0,29051363.0,"['latin', 'reggaeton', 'reggaeton colombiano']",93.005,393280.0
276,17,6308369.0,278679.0,['reggaeton'],100.07,186133.0
277,146,5666770.0,1647262.0,"['alt z', 'dance pop', 'pop', 'post-teen pop']",106.97399999999999,210220.0
278,112,5511544.0,289437.0,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']",133.888,189933.0
279,11,5430260.0,14097410.0,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",88.96700000000001,218210.0
280,6,5246577.0,14097410.0,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",140.02100000000002,218802.0
281,96,5220422.0,29539807.0,"['emo rap', 'miami hip hop']",134.02100000000002,119133.0
282,66,5189427.0,4840346.0,['chicago rap'],155.05700000000002,168729.0
283,1,5145099.0,6603627.0,"['melodic rap', 'rap', 'trap']",116.971,196653.0
284,31,5124606.0,140812.0,[],119.932,116750.0
285,170,5085147.0,2562082.0,"['modern rock', 'pop rap', 'seattle hip hop']",146.078,258343.0
286,6,5079587.0,1250353.0,[],115.884,190779.0
287,39,5048079.0,3864419.0,"['ohio hip hop', 'pop rap']",124.939,139461.0
288,133,5043647.0,32574754.0,"['dance pop', 'pop', 'post-teen pop']",109.012,220733.0
289,17,4975720.0,17719446.0,"['rap', 'slap house']",76.469,175721.0
290,7,4971176.0,27142474.0,"['dance pop', 'pop', 'uk pop']",113.01100000000001,221820.0
291,2,4916860.0,56308172.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",133.976,261493.0
292,175,4912036.0,14917926.0,"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']",119.93299999999999,217000.0
293,23,4911162.0,319192.0,"['dembow', 'dominican pop', 'rap dominicano', 'trap latino']",97.041,218107.0
294,176,4910070.0,19584111.0,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",105.14299999999999,216880.0
295,119,4904401.0,14097410.0,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",100.45,292987.0
296,7,4898977.0,17719446.0,"['rap', 'slap house']",155.00799999999998,312820.0
297,161,4862683.0,18191658.0,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",103.01899999999999,247160.0
298,84,4846549.0,152226.0,"['dance pop', 'edm', 'pop dance', 'pop edm', 'slap house', 'tropical house']",106.064,233386.0
299,84,7615531.0,11690201.0,"['atl hip hop', 'pop rap', 'rap', 'trap']",135.976,255532.0
300,71,7506580.0,4840346.0,['chicago rap'],145.05,178776.0
301,106,6989528.0,4840346.0,['chicago rap'],168.146,190509.0
302,124,6410263.0,32262679.0,"['pop', 'pop rock']",142.989,172598.0
303,128,6323268.0,11690201.0,"['atl hip hop', 'pop rap', 'rap', 'trap']",126.06299999999999,206272.0
304,59,5470147.0,3911473.0,"['dance pop', 'pop']",116.001,174760.0
305,166,5456648.0,11690201.0,"['atl hip hop', 'pop rap', 'rap', 'trap']",155.03799999999998,248652.0
306,36,5395181.0,5963840.0,"['dance pop', 'pop', 'pop rap']",124.025,222523.0
307,179,5335308.0,4840346.0,['chicago rap'],140.369,165405.0
308,181,5322745.0,11690201.0,"['atl hip hop', 'pop rap', 'rap', 'trap']",134.944,241790.0
309,2,5265630.0,1250353.0,[],94.009,174321.0
310,12,5242347.0,36142273.0,"['latin', 'reggaeton', 'trap latino']",92.025,130014.0
311,108,5155238.0,2753929.0,"['funk 150 bpm', 'funk carioca']",94.99799999999999,159147.0
312,39,5142982.0,1250353.0,[],178.032,211295.0
313,54,5125477.0,5473565.0,"['lgbtq+ hip hop', 'pop rap']",174.065,168276.0
314,195,5119845.0,4840346.0,['chicago rap'],78.43,137692.0
315,1,5041656.0,18572085.0,"['dance pop', 'pop', 'post-teen pop']",123.056,182200.0
316,97,7324233.0,7805880.0,"['atl hip hop', 'atl trap', 'rap', 'trap']",133.997,257428.0
317,117,6439718.0,5178156.0,"['neo mellow', 'pop rock', 'singer-songwriter']",93.007,187307.0
318,126,6249801.0,7805880.0,"['atl hip hop', 'atl trap', 'rap', 'trap']",133.997,257428.0
319,134,6040553.0,4136553.0,"['k-pop', 'k-pop boy group']",104.973,202204.0
320,10,5645966.0,14097410.0,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",65.988,148421.0
321,72,5552212.0,4016497.0,"['melodic rap', 'rap', 'trap']",82.465,168727.0
322,27,5347781.0,61930.0,"['rap', 'trap']",125.98700000000001,215693.0
323,21,5300884.0,7904381.0,"['colombian pop', 'latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",92.03,216107.0
324,47,5298893.0,16112621.0,"['pop', 'post-teen pop']",139.863,208907.0
325,127,5241813.0,3377762.0,"['indie rock italiano', 'italian pop']",162.124,300413.0
326,3,5201714.0,1250353.0,[],163.908,178947.0
327,96,5113574.0,1246335.0,"['electropop', 'escape room', 'pop']",105.012,178405.0
328,170,5404939.0,46785561.0,"['detroit hip hop', 'hip hop', 'rap']",99.01,236666.0
329,105,5378350.0,10334543.0,"['electro house', 'pop nacional', 'slap house']",129.988,150462.0
330,108,5372180.0,19085118.0,"['chicago rap', 'melodic rap']",161.989,165820.0
331,175,5368759.0,19085118.0,"['chicago rap', 'melodic rap']",78.452,196147.0
332,85,5266625.0,37106176.0,"['k-pop', 'k-pop boy group']",119.991,229773.0
333,82,5207186.0,74814.0,[],129.96,125558.0
334,4,5143522.0,46785561.0,"['detroit hip hop', 'hip hop', 'rap']",165.995,210800.0
335,8,5085511.0,3816446.0,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']",99.03399999999999,162547.0
336,129,5068972.0,2263960.0,['australian pop'],129.062,244973.0
337,4,5063015.0,48504126.0,"['canadian pop', 'pop', 'post-teen pop']",86.919,212093.0
338,200,5051514.0,448447.0,"['funk carioca', 'funk ostentacao']",92.464,155676.0
339,15,7880155.0,14097410.0,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",98.962,133022.0
340,95,7450126.0,37106176.0,"['k-pop', 'k-pop boy group']",109.89299999999999,162147.0
341,25,7198095.0,37106176.0,"['k-pop', 'k-pop boy group']",164.032,214621.0
342,106,6935400.0,75496.0,"['eurovision', 'nouvelle chanson francaise']",135.379,176816.0
343,53,6634722.0,20823062.0,"['modern rock', 'rock']",96.96600000000001,175044.0
344,118,6628638.0,20823062.0,"['modern rock', 'rock']",113.06,172232.0
345,18,6333126.0,14097410.0,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",71.72399999999999,196946.0
346,67,6299936.0,22161310.0,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop']",74.861,339506.0
347,134,6277641.0,121225.0,"['eurovision', 'oulu metal', 'trancecore']",98.01,177790.0
348,137,6237019.0,107553.0,['eurovision'],116.431,172675.0
349,69,5738325.0,2379448.0,['k-pop girl group'],140.05700000000002,172359.0
350,27,5393643.0,14097410.0,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",89.81200000000001,266291.0
351,2,5335112.0,56308172.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",129.895,178154.0
352,154,5282702.0,1725025.0,"['boston hip hop', 'hip hop', 'pop rap', 'rap']",106.196,218448.0
353,91,5252767.0,618444.0,"['bubblegrunge', 'chicago indie', 'indie pop', 'pop']",80.97399999999999,147351.0
354,195,5174437.0,32257.0,[],123.46600000000001,183707.0
355,64,5174298.0,3553442.0,"['brooklyn drill', 'melodic rap', 'nyc rap']",118.0,144349.0
356,198,5156496.0,727731.0,['dream smp'],117.904,174936.0
357,199,5152139.0,169137.0,"['icelandic pop', 'sunnlensk tonlist']",123.038,166000.0
358,127,5150176.0,20823062.0,"['modern rock', 'rock']",142.009,223066.0
359,25,15967986.0,14097410.0,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",83.09200000000001,177337.0
360,30,15171655.0,14097410.0,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",125.09200000000001,163302.0
361,32,14051831.0,14097410.0,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",94.104,112579.0
362,36,12648655.0,14097410.0,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",81.446,306257.0
363,48,11647489.0,14097410.0,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",94.98299999999999,238972.0
364,55,10712648.0,14097410.0,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",140.02100000000002,218802.0
365,34,6081034.0,2230022.0,['australian hip hop'],92.56,161385.0
366,92,5595839.0,3126961.0,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino']",133.028,177443.0
367,87,5518444.0,2123734.0,"['latin', 'reggaeton', 'trap latino']",175.99599999999998,324426.0
368,148,5375782.0,2918229.0,"['dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'uk alternative pop']",158.024,154667.0
369,5,5294368.0,16112621.0,"['pop', 'post-teen pop']",110.01100000000001,240133.0
370,182,5278449.0,6150675.0,['trap latino'],95.007,195066.0
371,58,5218146.0,22718.0,"['reggaeton', 'reggaeton flow', 'trap latino']",100.021,289933.0
372,110,5215973.0,1250353.0,[],89.988,184507.0
373,5,5191697.0,48504126.0,"['canadian pop', 'pop', 'post-teen pop']",79.859,149297.0
374,77,5165035.0,1275345.0,"['dance pop', 'pop rap']",78.953,243773.0
375,38,5127736.0,280585.0,"['alt z', 'canadian contemporary r&b', 'indie cafe pop', 'pop', 'pop rock', 'post-teen pop']",75.801,208687.0
376,47,7347891.0,6278835.0,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",124.036,165366.0
377,61,5831357.0,323203.0,['london rap'],141.02,278085.0
378,10,5448680.0,1250353.0,[],120.006,245426.0
379,169,5346005.0,1605329.0,"['rap', 'trap']",129.987,217609.0
380,115,5290877.0,3126961.0,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino']",87.913,192348.0
381,19,5264232.0,5473565.0,"['lgbtq+ hip hop', 'pop rap']",151.947,154998.0
382,71,5258000.0,942628.0,"['bedroom soul', 'pop']",91.921,170345.0
383,3,5241227.0,10488292.0,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",142.037,237735.0
384,184,5203700.0,1223734.0,"['german hip hop', 'hamburg hip hop']",129.964,174021.0
385,7,5125706.0,19085118.0,"['chicago rap', 'melodic rap']",149.972,194621.0
386,164,5103863.0,14826679.0,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",170.08900000000003,197647.0
387,82,5088848.0,1260752.0,['forro'],128.048,175047.0
388,66,5062404.0,10561047.0,"['colombian pop', 'reggaeton colombiano']",167.89700000000002,179005.0
389,4,5037124.0,19085118.0,"['chicago rap', 'melodic rap']",144.991,205485.0
390,71,5024884.0,19085118.0,"['chicago rap', 'melodic rap']",159.966,240051.0
391,199,5018076.0,15013645.0,"['sertanejo', 'sertanejo universitario']",157.93200000000002,157355.0
392,53,5018005.0,85617.0,['weirdcore'],97.75299999999999,80081.0
393,72,7939784.0,279741.0,"['hip hop', 'rap', 'trap', 'underground hip hop']",80.462,225020.0
394,113,6325080.0,3864419.0,"['ohio hip hop', 'pop rap']",95.906,188779.0
395,7,6127103.0,6278835.0,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",163.071,200221.0
396,122,6083338.0,6278835.0,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",129.06,165527.0
397,137,5768836.0,10740222.0,"['funk carioca', 'funk pop', 'pagode baiano', 'pop nacional']",139.982,195429.0
398,10,5655879.0,1094731.0,[],188.7,168086.0
399,20,5480722.0,42227614.0,"['pop', 'post-teen pop']",135.942,277592.0
400,42,5467596.0,1250353.0,[],124.01100000000001,199931.0
401,63,5377794.0,29051363.0,"['latin', 'reggaeton', 'reggaeton colombiano']",94.036,228920.0
402,33,5200695.0,20331923.0,"['dance pop', 'pop', 'post-teen pop']",144.97799999999998,204632.0
403,100,5198209.0,423237.0,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",146.933,184490.0
404,94,5107084.0,3553442.0,"['brooklyn drill', 'melodic rap', 'nyc rap']",120.031,232048.0
405,37,5026961.0,6929075.0,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",99.999,213314.0
406,9,5896065.0,48544923.0,"['canadian pop', 'pop', 'post-teen pop']",99.928,174406.0
407,150,5531998.0,4138951.0,"['alternative r&b', 'dance pop', 'pop', 'r&b']",135.859,214094.0
408,33,5496962.0,17719446.0,"['rap', 'slap house']",124.917,162803.0
409,18,5181180.0,100463.0,['bedroom pop'],91.066,210463.0
410,137,5141640.0,1585593.0,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",160.984,196380.0
411,62,5081800.0,8446147.0,"['pop', 'post-teen pop', 'talent show', 'uk pop']",77.355,208827.0
412,7,5069268.0,33893352.0,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",145.765,178994.0
413,6,5054319.0,35340069.0,"['canadian contemporary r&b', 'canadian pop', 'pop']",100.021,237520.0
414,101,5051338.0,29566516.0,"['emo rap', 'miami hip hop']",75.023,166606.0
415,193,4998044.0,130801.0,"['alt z', 'indie cafe pop', 'pop', 'uk pop']",89.962,182121.0
416,19,4992396.0,4270131.0,"['electropop', 'pop', 'pop rap']",129.99200000000002,188344.0
417,197,4945935.0,32603394.0,"['dance pop', 'pop', 'post-teen pop']",72.795,213827.0
418,73,4940701.0,1250353.0,[],115.977,265240.0
419,177,4913147.0,20823062.0,"['modern rock', 'rock']",169.977,202333.0
420,72,7753784.0,61930.0,"['rap', 'trap']",123.016,152333.0
421,75,7515766.0,61930.0,"['rap', 'trap']",74.017,242600.0
422,8,6202933.0,42227614.0,"['pop', 'post-teen pop']",119.054,235767.0
423,107,5380517.0,9907270.0,['forro'],163.946,155210.0
424,186,5159208.0,4271775.0,"['forro', 'piseiro']",171.977,147876.0
425,3,5016865.0,42227614.0,"['pop', 'post-teen pop']",81.112,214707.0
426,104,4976405.0,12375514.0,"['garage rock', 'permanent wave', 'rock', 'sheffield indie']",92.00399999999999,161124.0
427,18,4965330.0,1250353.0,[],110.184,185487.0
428,43,4959754.0,29051363.0,"['latin', 'reggaeton', 'reggaeton colombiano']",176.08900000000003,242573.0
429,52,9872084.0,42227614.0,"['pop', 'post-teen pop']",130.033,231124.0
430,54,9676024.0,42227614.0,"['pop', 'post-teen pop']",100.118,241592.0
431,68,8638360.0,2815928.0,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",95.027,217587.0
432,80,7852063.0,42227614.0,"['pop', 'post-teen pop']",95.46600000000001,294419.0
433,84,7736262.0,42227614.0,"['pop', 'post-teen pop']",161.032,243137.0
434,51,7712896.0,42227614.0,"['pop', 'post-teen pop']",142.731,220839.0
435,93,7385864.0,42227614.0,"['pop', 'post-teen pop']",115.99,254255.0
436,102,7039222.0,42227614.0,"['pop', 'post-teen pop']",185.262,234516.0
437,114,6566059.0,42227614.0,"['pop', 'post-teen pop']",128.03,225328.0
438,119,6508683.0,42227614.0,"['pop', 'post-teen pop']",148.035,263377.0
439,139,5988511.0,2815928.0,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",90.991,214440.0
440,146,5889939.0,42227614.0,"['pop', 'post-teen pop']",90.20100000000001,189496.0
441,147,5885151.0,42227614.0,"['pop', 'post-teen pop']",100.023,200576.0
442,148,5860405.0,42227614.0,"['pop', 'post-teen pop']",133.873,261843.0
443,40,5217052.0,1250353.0,[],100.978,183240.0
444,15,5206614.0,8758283.0,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",171.94299999999998,247308.0
445,192,5197564.0,42227614.0,"['pop', 'post-teen pop']",101.934,208609.0
446,195,5189423.0,42227614.0,"['pop', 'post-teen pop']",106.007,244237.0
447,153,5172999.0,3198705.0,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste']",94.927,206360.0
448,132,5836326.0,20338833.0,"['dance pop', 'pop', 'post-teen pop']",75.245,243992.0
449,26,5427638.0,1099480.0,[],79.936,207164.0
450,160,5413003.0,122746.0,"['alt z', 'australian pop', 'dance pop', 'indie cafe pop', 'pop', 'post-teen pop', 'uk pop']",126.904,194890.0
451,88,5323062.0,6852509.0,['brooklyn drill'],130.97,190534.0
452,91,5269163.0,4026643.0,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton colombiano', 'reggaeton flow', 'trap latino']",169.732,229827.0
453,30,5176493.0,9778632.0,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",112.985,190306.0
454,28,5137645.0,48544923.0,"['canadian pop', 'pop', 'post-teen pop']",99.757,158324.0
455,2,5094660.0,67208170.0,"['dance pop', 'pop', 'post-teen pop']",178.765,228482.0
456,120,5086382.0,2110870.0,"['indie pop', 'vancouver indie']",95.975,181680.0
457,191,5078174.0,342930.0,['piseiro'],160.013,190680.0
458,75,5060336.0,301217.0,"['trap argentino', 'trap latino', 'trap triste']",78.4,330040.0
459,193,5052717.0,32279979.0,"['pop', 'pop rock']",110.02799999999999,231387.0
460,50,5013450.0,48544923.0,"['canadian pop', 'pop', 'post-teen pop']",153.96,153190.0
461,37,5004111.0,48544923.0,"['canadian pop', 'pop', 'post-teen pop']",90.67399999999999,156468.0
462,140,4972518.0,1053324.0,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",145.013,227478.0
463,188,4969662.0,1560784.0,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'soft rock', 'synthpop']",84.412,225280.0
464,45,4967348.0,10580764.0,"['colombian pop', 'reggaeton colombiano']",129.972,198707.0
465,118,6292362.0,, ,,
466,128,6007541.0,29067437.0,"['latin', 'reggaeton', 'reggaeton colombiano']",175.826,157320.0
467,49,5837372.0,48544923.0,"['canadian pop', 'pop', 'post-teen pop']",89.934,187239.0
468,44,5794583.0,48544923.0,"['canadian pop', 'pop', 'post-teen pop']",119.59,152796.0
469,3,5510113.0,17792779.0,"['latin', 'reggaeton', 'reggaeton colombiano']",101.085,200960.0
470,34,5466954.0,29238936.0,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",168.02200000000002,230693.0
471,61,5419040.0,48544923.0,"['canadian pop', 'pop', 'post-teen pop']",101.04,159250.0
472,181,5410730.0,203555.0,['german pop'],125.706,189000.0
473,17,5365747.0,56327031.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",94.96600000000001,383037.0
474,97,5356696.0,342930.0,['piseiro'],160.013,190680.0
475,105,5326719.0,9778632.0,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",98.01299999999999,192921.0
476,57,5323412.0,48544923.0,"['canadian pop', 'pop', 'post-teen pop']",135.031,198426.0
477,64,5302285.0,35340069.0,"['canadian contemporary r&b', 'canadian pop', 'pop']",186.003,230453.0
478,22,5255393.0,10510156.0,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",91.97,180520.0
479,181,5211351.0,435936.0,['sertanejo pop'],110.01299999999999,173227.0
480,60,10024729.0,48544923.0,"['canadian pop', 'pop', 'post-teen pop']",127.13799999999999,186696.0
481,74,8912458.0,48544923.0,"['canadian pop', 'pop', 'post-teen pop']",129.964,220920.0
482,152,5796978.0,13697048.0,"['art pop', 'pop']",122.792,333710.0
483,82,5528508.0,14831925.0,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",82.042,211130.0
484,138,5418816.0,13697048.0,"['art pop', 'pop']",201.025,271177.0
485,37,5312876.0,26769304.0,"['latin', 'reggaeton', 'reggaeton colombiano']",83.897,248345.0
486,40,5249427.0,10580764.0,"['colombian pop', 'reggaeton colombiano']",170.002,163320.0
487,25,5189822.0,10580764.0,"['colombian pop', 'reggaeton colombiano']",87.977,187427.0
488,182,5098581.0,713486.0,"['edm', 'electronic trap']",99.11200000000001,131272.0
489,141,5082870.0,2897862.0,"['latin', 'reggaeton', 'trap latino']",92.02799999999999,202373.0
490,109,6426522.0,28931149.0,"['dance pop', 'pop', 'post-teen pop']",182.003,184134.0
491,121,6155698.0,2010879.0,['uk hip hop'],122.012,181720.0
492,56,6020785.0,7408249.0,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance']",110.971,168649.0
493,12,5454807.0,20528724.0,"['australian dance', 'australian pop', 'dance pop', 'pop']",104.95700000000001,165907.0
494,168,5439646.0,3868320.0,"['ohio hip hop', 'pop rap']",88.97200000000001,137747.0
495,19,5198514.0,1650912.0,"['latin', 'reggaeton', 'trap latino']",90.01299999999999,219048.0
496,86,5156937.0,2786366.0,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",183.933,190218.0
497,6,5103528.0,8671649.0,"['dance pop', 'pop']",110.962,237893.0
498,157,5085527.0,29566516.0,"['emo rap', 'miami hip hop']",146.04,110886.0
499,149,5084635.0,5064200.0,"['australian psych', 'neo-psychedelic']",116.87899999999999,216320.0
500,109,5079857.0,35340069.0,"['canadian contemporary r&b', 'canadian pop', 'pop']",92.98700000000001,269187.0
501,12,5068349.0,6852509.0,['brooklyn drill'],179.798,213333.0
502,123,5054881.0,419151.0,"['indie cafe pop', 'indie poptimism', 'modern rock', 'pop', 'pop rock']",74.988,219801.0
503,198,5052557.0,1643882.0,['indonesian pop'],139.991,344571.0
504,4,5023592.0,23848461.0,"['k-pop', 'k-pop girl group']",130.032,182956.0
505,200,5013851.0,5831194.0,"['hip hop', 'pop rap', 'rap']",116.919,234852.0
506,158,5510906.0,1251372.0,[],112.602,211411.0
507,64,5462333.0,6852509.0,['brooklyn drill'],148.014,171892.0
508,166,5393459.0,19102888.0,"['chicago rap', 'melodic rap']",140.061,206734.0
509,170,5321946.0,568711.0,"['italian adult pop', 'italian indie pop', 'italian pop', 'italian pop rock']",89.82600000000001,222667.0
510,54,5232377.0,18306226.0,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",93.985,206587.0
511,175,5208787.0,2161609.0,"['french hip hop', 'old school rap francais', 'pop urbaine', 'rap conscient']",134.041,187362.0
